93500,1100,93400,200,93700,12700,93300,700,93800,419100,93200,5900,93900,325200,93100,1000,94000,892900,93000,120600,94100,162000,92900,129800,94200,162000,92800,173800,94300,179800,92700,282900,94400,276600,92600,138960,94500,676700,92500,595600
93500,1100,93400,200,93700,12700,93300,700,93800,419100,93200,5900,93900,325200,93100,1000,94000,892900,93000,120600,94100,162000,92900,129800,94200,162000,92800,173800,94300,179800,92700,282900,94400,276600,92600,138960,94500,676700,92500,595600
93500,1100,93400,200,93700,12700,93300,700,93800,419100,93200,8900,93900,325200,93100,1000,94000,892900,93000,120600,94100,162000,92900,129800,94200,162000,92800,173800,94300,179800,92700,282900,94400,276600,92600,138960,94500,676700,92500,595600
93700,11000,93400,200,93800,419100,93300,700,93900,325200,93200,8900,94000,892900,93100,1000,94100,162000,93000,120600,94200,162000,92900,129800,94300,179800,92800,173800,94400,276600,92700,282900,94500,676700,92600,138960,9999999999,0,92500,595600
93700,11000,93400,200,93800,419100,93300,700,93900,325200,93200,8900,94000,892900,93100,1000,94100,162000,93000,120600,94200,162000,92900,129800,94300,179800,92800,173800,94400,276600,92700,282900,94500,676700,92600,138960,9999999999,0,92500,595600
93700,11000,93400,200,93800,419100,93300,700,93900,325200,93200,8900,94000,892900,93100,1000,94100,162000,93000,120600,94200,162000,92900,129800,94300,179800,92800,173800,94400,276600,92700,282900,94500,676700,92600,138960,9999999999,0,92500,595600
93600,3000,93400,200,93700,11000,93300,700,93800,419100,93200,8900,93900,325200,93100,1000,94000,892900,93000,120600,94100,162000,92900,129800,94200,162000,92800,173800,94300,179800,92700,282900,94400,276600,92600,138960,94500,676700,92500,595600
93600,3000,93400,200,93700,11000,93200,8900,93800,419100,93100,1000,93900,325200,93000,120600,94000,892900,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,138960,94400,276600,92500,595600,94500,676700,-9999999999,0
93600,3000,93400,200,93700,11000,93100,1000,93800,419100,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,138960,94300,179800,92500,595600,94400,276600,-9999999999,0,94500,676700,-9999999999,0
93600,3000,93400,200,93700,11000,93100,1000,93800,419300,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,138960,94300,179800,92500,595600,94400,276600,-9999999999,0,94500,676700,-9999999999,0
93600,3000,93400,200,93700,11000,93100,1000,93800,419300,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,-9999999999,0,94500,676700,-9999999999,0
93600,3000,93400,200,93700,11000,93100,1000,93800,419300,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,-9999999999,0,94500,676700,-9999999999,0
93600,3000,93400,200,93700,11000,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,-9999999999,0,94500,676700,-9999999999,0
93600,3600,93400,200,93700,11000,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,-9999999999,0,94500,676700,-9999999999,0
93600,3600,93400,200,93700,11000,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,91400,500,94500,676700,-9999999999,0
93600,3600,93400,200,93700,11000,93300,1000,93800,424600,93100,1000,93900,325200,93000,120600,94000,892900,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,139460,94400,276600,92500,595600,94500,676700,91400,500
93600,1900,93400,200,93700,11000,93300,1000,93800,424600,93100,1000,93900,325200,93000,120600,94000,892900,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,139460,94400,276600,92500,595600,94500,676700,91400,500
93600,1900,93400,200,93700,11000,93300,1000,93800,424600,93100,1000,93900,325200,93000,120600,94000,892900,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,139460,94400,276600,92500,595600,94500,676700,91400,500
93600,1500,93400,200,93700,11000,93300,1000,93800,424600,93100,1000,93900,325200,93000,120600,94000,892900,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,139460,94400,276600,92500,595600,94500,676700,91400,500
93600,1500,93400,200,93700,11000,93300,1000,93800,424600,93100,1000,93900,325200,93000,120600,94000,892900,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,139460,94400,276600,92500,595600,94500,676700,91400,500
93600,1500,93400,200,93700,11000,93300,1000,93700,1700,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,91400,500
93600,1500,93400,200,93700,11000,93300,1000,93700,2500,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,91400,500
93600,1500,93400,200,93700,11000,93300,1000,93700,40500,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,91400,500
93600,1500,93400,200,93700,11000,93300,1000,93700,110500,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,892900,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,91400,500
93600,1500,93400,200,93700,11000,93300,1000,93700,110500,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,877100,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,91400,500
93600,1500,93400,200,93700,11000,93300,1000,93700,111100,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,877100,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,91400,500
93600,1200,93400,200,93700,11000,93300,1000,93700,111100,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,877100,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,91400,500
93600,1200,93400,200,93700,11000,93300,1000,93700,111100,93100,1000,93800,424600,93000,120600,93900,325200,92900,129800,94000,877100,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,595600,94400,276600,91400,500
93700,7900,93400,200,93700,111100,93300,1000,93800,424600,93100,1000,93900,325200,93000,120600,94000,877100,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,139460,94400,276600,92500,595600,94500,676700,91400,500
93700,7900,93400,200,93700,111100,93300,1000,93800,424600,93100,1000,93900,325200,93000,120600,94000,877100,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,139460,94400,276600,92500,595600,94500,676700,91400,500
93700,7900,93400,200,93700,111100,93300,1000,93800,424600,93100,1000,93900,325200,93000,120600,94000,877100,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,139460,94400,276600,92500,595600,94500,676700,91400,500
93700,7900,93400,200,93700,111100,93300,1000,93800,424600,93100,1000,93900,325200,93000,120600,94000,877100,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,139460,94400,276600,92500,591900,94500,676700,91400,500
93700,7900,93400,200,93700,111100,93300,1000,93800,424600,93100,1000,93900,325200,93000,120600,94000,877100,92900,129800,94100,162000,92800,173800,94200,162000,92700,282900,94300,179800,92600,139460,94400,276800,92500,591900,94500,676700,91400,500
93700,7900,93600,100,93700,111100,93400,200,93800,424600,93300,1000,93900,325200,93100,1000,94000,877100,93000,120600,94100,162000,92900,129800,94200,162000,92800,173800,94300,179800,92700,282900,94400,276800,92600,139460,94500,676700,92500,591900
93700,7900,93600,100,93700,111100,93400,200,93800,424600,93300,1000,93900,326200,93100,1000,94000,877100,93000,120600,94100,162000,92900,129800,94200,162000,92800,173800,94300,179800,92700,282900,94400,276800,92600,139460,94500,676700,92500,591900
93700,7900,93600,100,93700,110700,93400,200,93800,424600,93300,1000,93900,326200,93100,1000,94000,877100,93000,120600,94100,162000,92900,129800,94200,162000,92800,173800,94300,179800,92700,282900,94400,276800,92600,139460,94500,676700,92500,591900
93700,7900,93600,100,93700,109300,93400,200,93800,424600,93300,1000,93900,326200,93100,1000,94000,877100,93000,120600,94100,162000,92900,129800,94200,162000,92800,173800,94300,179800,92700,282900,94400,276800,92600,139460,94500,676700,92500,591900
93700,7900,93600,100,93700,109300,93400,200,93800,424600,93300,1000,93900,326200,93100,1000,94000,877100,93000,120600,94100,162000,92900,129800,94200,162000,92800,173800,94300,179800,92700,282900,94400,276800,92600,139460,94500,676700,92500,591900
93700,7900,93600,100,93700,109300,93400,200,93800,424600,93300,1000,93900,326200,93100,1000,94000,877100,93000,120600,94100,162000,92900,129800,94200,162000,92800,173800,94300,179800,92700,282900,94400,276800,92600,139460,94500,676700,92500,591900
93500,900,93400,200,93700,7900,93300,1000,93700,109300,93100,1000,93800,424600,93000,120600,93900,326200,92900,129800,94000,877100,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,591900,94400,276800,91400,2500
93500,900,93400,200,93700,7900,93300,1000,93700,109300,93100,1000,93800,424600,93000,120600,93900,326200,92900,129800,94000,877100,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,591900,94400,276800,91400,2500
93300,3800,93100,1000,93500,900,93000,120600,93700,7900,92900,129800,93700,109300,92800,173800,93800,424600,92700,282900,93900,326200,92600,139460,94000,877100,92500,591900,94100,162000,91400,2500,94200,162000,-9999999999,0,94300,179800,-9999999999,0
93300,3800,93100,1000,93500,900,93000,120600,93700,7900,92900,129800,93700,109300,92800,173800,93800,424600,92700,282900,93900,326200,92600,139460,94000,877100,92500,591900,94100,162000,91400,2500,94200,162000,-9999999999,0,94300,179800,-9999999999,0
93300,3800,93100,1000,93500,900,93000,120600,93700,7900,92900,129800,93700,109300,92800,173800,93800,424600,92700,282900,93900,326200,92600,139460,94000,877100,92500,591900,94100,162000,91400,2500,94200,162000,-9999999999,0,94300,179800,-9999999999,0
93700,7800,93100,1000,93700,109300,93000,120600,93800,424600,92900,129800,93900,326200,92800,173800,94000,877100,92700,282900,94100,162000,92600,139460,94200,162000,92500,591900,94300,179800,91400,2500,94400,276800,-9999999999,0,94500,676700,-9999999999,0
93700,7800,93100,1000,93700,109300,93000,120600,93800,424600,92900,129800,93900,326200,92800,173800,94000,877100,92700,282900,94100,162000,92600,139460,94200,162000,92500,591900,94300,179800,91400,2500,94400,276800,-9999999999,0,94500,676700,-9999999999,0
93700,7800,93100,1000,93700,109300,93000,120600,93800,424600,92900,129800,93900,326200,92800,173800,94000,877100,92700,282900,94100,162000,92600,139460,94200,162000,92500,591900,94300,179800,91400,2500,94400,276800,-9999999999,0,94500,676700,-9999999999,0
93700,7800,93100,1000,93700,109300,93000,120600,93800,424600,92900,129800,93900,326200,92800,173800,94000,877100,92700,282900,94100,162000,92600,139460,94200,162000,92500,591900,94300,179800,91400,2500,94400,276800,-9999999999,0,94500,676700,-9999999999,0
93700,7800,93500,2000,93700,109300,93100,1000,93800,424600,93000,120600,93900,326200,92900,129800,94000,877100,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,591900,94400,276800,91400,2500,94500,676700,-9999999999,0
93700,7800,93500,2000,93700,109300,93100,1000,93800,424600,93000,120600,93900,326200,92900,129800,94000,877100,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,591900,94400,276800,91400,2500,94500,676700,90400,300
93700,7800,93500,2000,93700,109300,93100,1000,93800,426100,93000,120600,93900,326200,92900,129800,94000,877100,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,591900,94400,276800,91400,2500,94500,676700,90400,300
93700,7800,93500,2000,93700,109300,93100,1000,93800,426100,93000,120600,93900,326200,92900,129800,94000,877100,92800,173800,94100,162000,92700,282900,94200,162000,92600,139460,94300,179800,92500,591900,94400,276800,91400,2500,94500,676700,90400,300
93400,7000,93100,1000,93700,7800,93000,120600,93700,109300,92900,129800,93800,426100,92800,173800,93900,326200,92700,282900,94000,877100,92600,139460,94100,162000,92500,591900,94200,162000,91400,2500,94300,179800,90400,300,94400,276800,-9999999999,0
93400,7000,93100,1000,93700,7800,93000,120600,93700,109300,92900,129800,93800,426100,92800,173800,93900,326200,92700,282900,94000,877100,92600,139460,94100,162000,92500,591900,94200,162000,91400,2500,94300,179800,90400,300,94400,276800,-9999999999,0
93100,100,93000,120600,93400,7000,92900,129800,93700,7800,92800,173800,93700,109300,92700,282900,93800,426100,92600,139460,93900,326200,92500,591900,94000,877100,91400,2500,94100,162000,90400,300,94200,162000,-9999999999,0,94300,179800,-9999999999,0
93100,100,93000,120600,93400,7000,92900,129800,93700,7800,92800,173800,93700,109300,92700,282900,93800,426100,92600,139460,93900,326200,92500,591900,94000,877100,91400,2500,94100,162000,90400,300,94200,162000,-9999999999,0,94300,179800,-9999999999,0
