token_id,count,probability
944,1,2.096304215667778e-05
1277,1,2.096304215667778e-05
1316,1,2.096304215667778e-05
1385,1,2.096304215667778e-05
1490,1,2.096304215667778e-05
1553,1,2.096304215667778e-05
1574,1,2.096304215667778e-05
1667,1,2.096304215667778e-05
1742,1,2.096304215667778e-05
1784,1,2.096304215667778e-05
1790,1,2.096304215667778e-05
1844,1,2.096304215667778e-05
1850,2,4.192608431335556e-05
1862,1,2.096304215667778e-05
1872,2,4.192608431335556e-05
1874,1,2.096304215667778e-05
1875,1,2.096304215667778e-05
1877,2,4.192608431335556e-05
1879,1,2.096304215667778e-05
1880,3,6.288912647003333e-05
1881,1,2.096304215667778e-05
1883,4,8.385216862671111e-05
1884,1,2.096304215667778e-05
1886,4,8.385216862671111e-05
1887,1,2.096304215667778e-05
1889,4,8.385216862671111e-05
1890,1,2.096304215667778e-05
1892,2,4.192608431335556e-05
1893,1,2.096304215667778e-05
1895,3,6.288912647003333e-05
1896,1,2.096304215667778e-05
1901,1,2.096304215667778e-05
1915,1,2.096304215667778e-05
1916,4,8.385216862671111e-05
1917,1,2.096304215667778e-05
1919,1,2.096304215667778e-05
1920,3,6.288912647003333e-05
1922,1,2.096304215667778e-05
1925,1,2.096304215667778e-05
1926,1,2.096304215667778e-05
1928,2,4.192608431335556e-05
1931,3,6.288912647003333e-05
1932,1,2.096304215667778e-05
1934,1,2.096304215667778e-05
1949,2,4.192608431335556e-05
1950,1,2.096304215667778e-05
1952,1,2.096304215667778e-05
1955,1,2.096304215667778e-05
1958,2,4.192608431335556e-05
1959,1,2.096304215667778e-05
1961,2,4.192608431335556e-05
1962,1,2.096304215667778e-05
1967,2,4.192608431335556e-05
1983,1,2.096304215667778e-05
1985,2,4.192608431335556e-05
1988,3,6.288912647003333e-05
1991,1,2.096304215667778e-05
1992,1,2.096304215667778e-05
1994,3,6.288912647003333e-05
1995,1,2.096304215667778e-05
1997,2,4.192608431335556e-05
1998,1,2.096304215667778e-05
2000,2,4.192608431335556e-05
2001,1,2.096304215667778e-05
2003,1,2.096304215667778e-05
2004,1,2.096304215667778e-05
2016,3,6.288912647003333e-05
2021,7,0.00014674129509674444
2023,1,2.096304215667778e-05
2024,4,8.385216862671111e-05
2027,3,6.288912647003333e-05
2028,1,2.096304215667778e-05
2030,9,0.0001886673794101
2031,1,2.096304215667778e-05
2033,3,6.288912647003333e-05
2035,1,2.096304215667778e-05
2036,4,8.385216862671111e-05
2037,1,2.096304215667778e-05
2039,2,4.192608431335556e-05
2040,1,2.096304215667778e-05
2042,3,6.288912647003333e-05
2043,1,2.096304215667778e-05
2045,1,2.096304215667778e-05
2054,1,2.096304215667778e-05
2057,2,4.192608431335556e-05
2060,1,2.096304215667778e-05
2064,1,2.096304215667778e-05
2066,3,6.288912647003333e-05
2069,1,2.096304215667778e-05
2073,1,2.096304215667778e-05
2075,1,2.096304215667778e-05
2079,1,2.096304215667778e-05
2096,1,2.096304215667778e-05
2108,1,2.096304215667778e-05
2111,1,2.096304215667778e-05
2117,1,2.096304215667778e-05
2168,2,4.192608431335556e-05
2174,3,6.288912647003333e-05
2180,2,4.192608431335556e-05
2181,1,2.096304215667778e-05
2189,1,2.096304215667778e-05
2199,1,2.096304215667778e-05
2201,2,4.192608431335556e-05
2208,1,2.096304215667778e-05
2210,1,2.096304215667778e-05
2213,1,2.096304215667778e-05
2216,1,2.096304215667778e-05
2225,1,2.096304215667778e-05
2232,2,4.192608431335556e-05
2234,3,6.288912647003333e-05
2235,1,2.096304215667778e-05
2237,7,0.00014674129509674444
2238,1,2.096304215667778e-05
2240,8,0.00016770433725342223
2243,4,8.385216862671111e-05
2244,3,6.288912647003333e-05
2246,15,0.00031444563235016664
2249,4,8.385216862671111e-05
2250,2,4.192608431335556e-05
2252,9,0.0001886673794101
2253,1,2.096304215667778e-05
2255,4,8.385216862671111e-05
2256,1,2.096304215667778e-05
2257,1,2.096304215667778e-05
2258,4,8.385216862671111e-05
2261,2,4.192608431335556e-05
2276,2,4.192608431335556e-05
2280,1,2.096304215667778e-05
2282,3,6.288912647003333e-05
2283,1,2.096304215667778e-05
2285,2,4.192608431335556e-05
2287,1,2.096304215667778e-05
2288,1,2.096304215667778e-05
2297,1,2.096304215667778e-05
2312,1,2.096304215667778e-05
2313,2,4.192608431335556e-05
2315,1,2.096304215667778e-05
2317,1,2.096304215667778e-05
2318,1,2.096304215667778e-05
2321,2,4.192608431335556e-05
2322,1,2.096304215667778e-05
2324,2,4.192608431335556e-05
2348,3,6.288912647003333e-05
2354,2,4.192608431335556e-05
2360,2,4.192608431335556e-05
2361,1,2.096304215667778e-05
2363,2,4.192608431335556e-05
2364,1,2.096304215667778e-05
2369,1,2.096304215667778e-05
2382,2,4.192608431335556e-05
2383,1,2.096304215667778e-05
2384,2,4.192608431335556e-05
2385,2,4.192608431335556e-05
2389,1,2.096304215667778e-05
2391,1,2.096304215667778e-05
2393,3,6.288912647003333e-05
2399,1,2.096304215667778e-05
2402,2,4.192608431335556e-05
2412,1,2.096304215667778e-05
2414,1,2.096304215667778e-05
2417,8,0.00016770433725342223
2418,1,2.096304215667778e-05
2420,6,0.00012577825294006665
2421,1,2.096304215667778e-05
2423,5,0.00010481521078338889
2424,3,6.288912647003333e-05
2426,10,0.00020963042156677778
2428,1,2.096304215667778e-05
2429,9,0.0001886673794101
2432,8,0.00016770433725342223
2435,6,0.00012577825294006665
2438,2,4.192608431335556e-05
2441,4,8.385216862671111e-05
2453,1,2.096304215667778e-05
2473,1,2.096304215667778e-05
2487,1,2.096304215667778e-05
2492,2,4.192608431335556e-05
2495,4,8.385216862671111e-05
2498,1,2.096304215667778e-05
2499,2,4.192608431335556e-05
2501,1,2.096304215667778e-05
2502,1,2.096304215667778e-05
2504,2,4.192608431335556e-05
2507,2,4.192608431335556e-05
2509,1,2.096304215667778e-05
2510,1,2.096304215667778e-05
2524,1,2.096304215667778e-05
2525,2,4.192608431335556e-05
2528,5,0.00010481521078338889
2531,1,2.096304215667778e-05
2532,2,4.192608431335556e-05
2534,4,8.385216862671111e-05
2537,4,8.385216862671111e-05
2540,3,6.288912647003333e-05
2543,2,4.192608431335556e-05
2546,5,0.00010481521078338889
2549,2,4.192608431335556e-05
2561,1,2.096304215667778e-05
2564,2,4.192608431335556e-05
2567,1,2.096304215667778e-05
2570,3,6.288912647003333e-05
2573,1,2.096304215667778e-05
2576,3,6.288912647003333e-05
